Sex,Agemos,L,M,S,P3,P5,P10,P25,P50,P75,P85,P90,P95,P97
1,188.5,-2.070020599,20.32523642,0.134555663,16.58275947,16.93969043,17.53860547,18.70320922,20.32523642,22.47469037,23.96080104,25.15773327,27.32710417,29.08835404
1,189.5,-2.062253431,20.38346455,0.13446991,16.62969112,16.98792443,17.58893048,18.7572281,20.38346455,22.53652401,24.02361032,25.22031884,27.38674888,29.14297232
1,190.5,-2.054495145,20.44161501,0.134381553,16.67661334,17.03614547,17.63923518,18.8112072,20.44161501,22.59821392,24.08622386,25.28266636,27.4460882,29.19725256
1,191.5,-2.046748156,20.49967894,0.134290916,16.72351369,17.08434122,17.68950749,18.86513537,20.49967894,22.65975645,24.14864327,25.34478272,27.50514126,29.25122631
1,192.5,-2.039015385,20.5576474,0.134198323,16.77037969,17.13249925,17.73973524,18.91900132,20.5576474,22.72114803,24.21087038,25.40667527,27.56392793,29.30492601
1,193.5,-2.031300282,20.6155114,0.134104101,16.81719878,17.18060709,17.78990616,18.97279368,20.6155114,22.78238517,24.2729073,25.46835171,27.62246873,29.35838499
1,194.5,-2.023606828,20.67326189,0.134008581,16.86395838,17.22865219,17.8400079,19.02650098,20.67326189,22.84346448,24.33475639,25.52982017,27.68078489,29.41163748
1,195.5,-2.015942013,20.73088905,0.133912066,16.91064668,17.27662259,17.89002837,19.08011149,20.73088905,22.90438167,24.39641931,25.59108848,27.73889854,29.46472007
1,196.5,-2.008305745,20.7883851,0.133814954,16.95724926,17.32450423,17.93995429,19.13361379,20.7883851,22.96513563,24.4579009,25.65216707,27.79683185,29.51766572
1,197.5,-2.000706389,20.84574003,0.133717552,17.0037543,17.37228509,17.98977343,19.18699593,20.84574003,23.02572213,24.51920324,25.71306451,27.85460837,29.57051295
1,198.5,-1.993150137,20.90294449,0.1336202,17.05014902,17.41995236,18.03947307,19.24024598,20.90294449,23.08613815,24.58032971,25.77379055,27.91225209,29.62329955
1,199.5,-1.985643741,20.95998909,0.133523244,17.09642062,17.46749315,18.0890404,19.29335192,20.95998909,23.14638076,24.64128395,25.83435539,27.96978771,29.67606419
1,200.5,-1.97819451,21.01686433,0.133427032,17.1425562,17.51489451,18.1384625,19.34630158,21.01686433,23.20644712,24.70206989,25.89476963,28.02724061,29.72884644
1,201.5,-1.970810308,21.07356067,0.133331914,17.18854287,17.56214342,18.18772638,19.39908272,21.07356067,23.26633451,24.76269168,25.95504426,28.08463689,29.78168674
1,202.5,-1.96349954,21.1300685,0.133238245,17.23436764,17.60922679,18.23681892,19.45168294,21.1300685,23.3260403,24.82315378,26.01519074,28.1420033,29.83462638
1,203.5,-1.956271141,21.18637813,0.133146383,17.2800175,17.65613146,18.28572693,19.50408975,21.18637813,23.38556196,24.88346091,26.07522093,28.19936732,29.88770757
1,204.5,-1.949134561,21.24247982,0.13305669,17.32547937,17.70284417,18.3344371,19.55629056,21.24247982,23.44489706,24.94361805,26.13514709,28.25675709,29.94097335
1,205.5,-1.942099744,21.29836376,0.132969531,17.37074012,17.74935161,18.38293604,19.60827264,21.29836376,23.50404332,25.00363048,26.19498193,28.31420146,29.99446764
1,206.5,-1.935177101,21.35402009,0.132885274,17.41578654,17.79564039,18.43121023,19.66002316,21.35402009,23.56299853,25.06350375,26.2547386,28.37172995,30.04823522
1,207.5,-1.92837748,21.40943891,0.132804292,17.46060537,17.84169701,18.47924607,19.71152919,21.40943891,23.62176064,25.1232437,26.31443063,28.42937274,30.10232173
1,208.5,-1.921712136,21.46461026,0.132726962,17.50518327,17.8875079,18.52702984,19.76277767,21.46461026,23.68032771,25.18285645,26.37407203,28.48716074,30.15677367
1,209.5,-1.915192685,21.51952414,0.132653664,17.54950683,17.9330594,18.57454772,19.81375546,21.51952414,23.73869794,25.24234842,26.4336772,28.54512548,30.21163837
1,210.5,-1.908831065,21.57417053,0.132584784,17.59356252,17.97833773,18.62178578,19.8644493,21.57417053,23.79686967,25.30172632,26.49326098,28.60329919,30.26696403
1,211.5,-1.902639482,21.62853937,0.132520711,17.63733676,18.02332903,18.66872998,19.91484586,21.62853937,23.85484139,25.36099716,26.55283865,28.66171476,30.32279966
1,212.5,-1.896630358,21.68262062,0.132461838,17.68081585,18.06801933,18.71536617,19.96493169,21.68262062,23.91261174,25.42016826,26.6124259,28.72040572,30.37919514
1,213.5,-1.890816268,21.73640419,0.132408563,17.72398595,18.11239453,18.76168008,20.01469327,21.73640419,23.97017953,25.47924723,26.67203887,28.77940629,30.43620115
1,214.5,-1.885209876,21.78988003,0.132361289,17.76683315,18.15644042,18.80765734,20.06411699,21.78988003,24.02754374,25.538242,26.73169411,28.8387513,30.49386923
1,215.5,-1.879823505,21.84303819,0.132320427,17.80934323,18.20014256,18.8532834,20.11318921,21.84303819,24.08470367,25.59716095,26.79140871,28.89847621,30.55225152
1,216.5,-1.874670324,21.8958685,0.132286382,17.85150219,18.24348662,18.89854373,20.16189615,21.8958685,24.14165845,25.65601244,26.85119991,28.9586172,30.61140148
1,217.5,-1.869760299,21.94836168,0.1322596,17.89329472,18.28645727,18.94342321,20.21022414,21.94836168,24.19840866,25.71480629,26.91108626,29.0192108,30.67137176
1,218.5,-1.865113245,22.00050569,0.132240418,17.93470899,18.32904183,18.98790813,20.25815885,22.00050569,24.25495098,25.77354888,26.97108394,29.08029503,30.73222122
1,219.5,-1.860734944,22.05229242,0.13222933,17.97572809,18.37122369,19.03198262,20.3056868,22.05229242,24.31128792,25.83225207,27.03121333,29.14190734,30.79400211
1,220.5,-1.85663384,22.10371305,0.132226801,18.01633608,18.41298696,19.07563119,20.35279433,22.10371305,24.36742097,25.89092687,27.09149434,29.20408599,30.85676906
1,221.5,-1.852827186,22.15475603,0.132233201,18.05651989,18.45431794,19.11883943,20.39946695,22.15475603,24.42334799,25.94958116,27.15194482,29.26687079,30.92058278
1,222.5,-1.849323204,22.20541249,0.132248993,18.09626344,18.49520062,19.16159172,20.44569089,22.20541249,24.47907063,26.00822631,27.21258528,29.33030127,30.9855
1,223.5,-1.846131607,22.255673,0.132274625,18.13555112,18.53561932,19.2038726,20.49145219,22.255673,24.53458985,26.06687321,27.27343608,29.39441777,31.05157949
1,224.5,-1.843261294,22.30552831,0.132310549,18.17436706,18.57555819,19.24566649,20.53673687,22.30552831,24.58990692,26.1255331,27.33451796,29.45926122,31.1188808
1,225.5,-1.840720248,22.3549693,0.132357221,18.21269512,18.61500111,19.28695764,20.581531,22.3549693,24.64502338,26.18421759,27.39585208,29.52487306,31.18746427
1,226.5,-1.83851544,22.40398706,0.132415103,18.25051886,18.65393178,19.32773023,20.62582066,22.40398706,24.69994107,26.24293861,27.45746001,29.59129532,31.25739102
1,227.5,-1.83665586,22.45257182,0.132484631,18.28782254,18.69233437,19.36796858,20.66959159,22.45257182,24.75466075,26.30170723,27.51936283,29.65857091,31.32872478
1,228.5,-1.835138046,22.50071778,0.132566359,18.3245866,18.73019025,19.40765581,20.71283095,22.50071778,24.80918852,26.36053932,27.58158516,29.72674204,31.40152344
1,229.5,-1.833972004,22.54841437,0.132660699,18.36079565,18.7674838,19.44677624,20.75552409,22.54841437,24.86352415,26.41944523,27.64414785,29.79585303,31.47585441
1,230.5,-1.833157751,22.59565422,0.132768153,18.39643137,18.80419732,19.48531336,20.79765756,22.59565422,24.91767166,26.47843912,27.70707459,29.86594782,31.55178078
1,231.5,-1.83269562,22.64242956,0.132889211,18.43147564,18.84031318,19.52325062,20.83921773,22.64242956,24.97163459,26.53753478,27.77038891,29.93707103,31.62936748
1,232.5,-1.832584342,22.68873292,0.133024368,18.46590991,18.87581348,19.56057136,20.88019106,22.68873292,25.02541685,26.59674639,27.83411475,30.00926778,31.7086802
1,233.5,-1.832820974,22.73455713,0.133174129,18.49971524,18.91067999,19.59725875,20.9205641,22.73455713,25.07902274,26.65608851,27.89827645,30.08258369,31.78978539
1,234.5,-1.833400825,22.7798953,0.133338999,18.53287228,18.9448942,19.63329582,20.96032349,22.7798953,25.13245693,26.71557609,27.96289869,30.15706484,31.87275025
1,235.5,-1.834317405,22.82474087,0.133519496,18.56536124,18.97843726,19.66866547,20.99945599,22.82474087,25.18572453,26.77522448,28.0280066,30.23275779,31.95764272
1,236.5,-1.83555752,22.86908912,0.133716192,18.59716016,19.0112887,19.70334974,21.03794885,22.86908912,25.23883315,26.83505132,28.09362697,30.30970901,32.04452853
1,237.5,-1.837119466,22.91293151,0.133929525,18.62825142,19.04343134,19.7373324,21.07578835,22.91293151,25.29178502,26.89506944,28.15978336,30.387967,32.13348232
1,238.5,-1.838987063,22.95626373,0.134160073,18.65861245,19.07484425,19.7705953,21.11296191,22.95626373,25.34458825,26.95529697,28.22650313,30.46757924,32.22457182
1,239.5,-1.841146139,22.99908062,0.134408381,18.68822161,19.10550722,19.80312068,21.14945673,22.99908062,25.39724967,27.01575092,28.29381294,30.54859414,32.31786791
1,240.5,-1.843580575,23.04137734,0.134675001,18.71705679,19.13539969,19.83489061,21.18526014,23.04137734,25.44977657,27.07644874,28.3617399,30.63106054,32.41344218
2,24.5,-1.024496827,16.38804056,0.085025838,14.13226271,14.3801866,14.77964811,15.49975639,16.38804056,17.38581552,17.97371413,18.39526372,19.05823845,19.51534333
2,25.5,-1.102698353,16.3189719,0.084214052,14.10240814,14.34527262,14.73694628,15.44421901,16.3189719,17.30484811,17.88748812,18.30610782,18.9659499,19.42197989
2,26.5,-1.18396635,16.25207985,0.083455124,14.07297394,14.31096806,14.6951581,15.39014846,16.25207985,17.2269319,17.80489051,18.22103253,18.87853388,19.33410382
2,27.5,-1.268071036,16.18734669,0.082748284,14.04396337,14.27727686,14.65428696,15.33754218,16.18734669,17.15202498,17.72586396,18.13997016,18.79590999,19.25163039
2,28.5,-1.354751525,16.12475448,0.082092737,14.01538008,14.24420303,14.61433601,15.28639717,16.12475448,17.08008556,17.65035137,18.06285334,18.71799839,19.17447582
2,29.5,-1.443689692,16.06428762,0.081487717,13.98722569,14.21174909,14.57530775,15.23671134,16.06428762,17.01107457,17.57829774,17.98961595,18.64471845,19.10255392
2,30.5,-1.53454192,16.00593001,0.080932448,13.95950246,14.17991775,14.53720437,15.18848189,16.00593001,16.94495296,17.50964839,17.92019231,18.5759903,19.03577948
2,31.5,-1.626928093,15.94966631,0.080426175,13.93221207,14.14871111,14.50002752,15.14170598,15.94966631,16.88168308,17.44434994,17.85451773,18.51173402,18.97406651
2,32.5,-1.720434829,15.89548197,0.079968176,13.90535562,14.11813062,14.46377827,15.09638064,15.89548197,16.82122877,17.38235043,17.79252859,18.45186978,18.91732801
2,33.5,-1.814635262,15.84336179,0.079557735,13.87893492,14.08817793,14.42845728,15.05250203,15.84336179,16.763554,17.32359846,17.73416201,18.39631848,18.86547771
2,34.5,-1.909076262,15.79329146,0.079194187,13.852951,14.0588539,14.39406456,15.01006617,15.79329146,16.70862449,17.26804436,17.67935646,18.34500099,18.81842784
2,35.5,-2.003296102,15.7452564,0.078876895,13.82740517,14.03015932,14.36059959,14.96906838,15.7452564,16.65640663,17.21563951,17.62805146,18.29783876,18.7760905
2,36.5,-2.096828937,15.69924188,0.078605255,13.80229888,14.00209476,14.32806133,14.92950329,15.69924188,16.60686761,17.16633643,17.5801877,18.25475381,18.73837743
2,37.5,-2.189211877,15.65523282,0.078378696,13.77763382,13.97466073,14.29644823,14.89136478,15.65523282,16.55997523,17.12008872,17.53570705,18.21566879,18.70520011
2,38.5,-2.279991982,15.61321371,0.078196674,13.75341201,13.94785767,14.26575827,14.85464591,15.61321371,16.51569783,17.07685104,17.49455256,18.18050711,18.67646985
2,39.5,-2.368732949,15.57316843,0.078058667,13.72963586,13.92168608,14.23598902,14.81933896,15.57316843,16.4740041,17.03657894,17.45666842,18.14919304,18.65209796
2,40.5,-2.455021314,15.53508019,0.077964169,13.70630824,13.89614655,14.20713766,14.78543535,15.53508019,16.43486298,16.99922885,17.42199993,18.12165176,18.63199585
2,41.5,-2.538471972,15.49893145,0.077912684,13.68343254,13.87123981,14.17920105,14.75292568,15.49893145,16.39824347,16.96475788,17.39049347,18.09780945,18.61607518
2,42.5,-2.618732901,15.46470384,0.077903716,13.66101266,13.84696678,14.15217581,14.72179977,15.46470384,16.36411453,16.93312378,17.36209639,18.07759336,18.60424802
2,43.5,-2.695488973,15.43237817,0.077936763,13.63905306,13.82332865,14.12605833,14.69204668,15.43237817,16.33244497,16.90428477,17.33675699,18.06093184,18.59642696
2,44.5,-2.768464816,15.40193436,0.078011309,13.61755872,13.80032682,14.10084485,14.6636548,15.40193436,16.30320336,16.87819947,17.31442438,18.04775438,18.59252526
2,45.5,-2.837426693,15.37335154,0.078126817,13.59653518,13.77796299,14.07653151,14.63661186,15.37335154,16.27635793,16.85482681,17.29504843,18.03799161,18.59245694
2,46.5,-2.902178205,15.34660842,0.078282739,13.57598804,13.75623885,14.05311425,14.61090523,15.34660842,16.25187703,16.83412628,17.27857995,18.03157513,18.59613624
2,47.5,-2.962580386,15.32168181,0.078478449,13.55592455,13.73515717,14.03058936,14.58652134,15.32168181,16.22972719,16.81605638,17.2649696,18.02843822,18.6034803
2,48.5,-3.018521987,15.29854897,0.078713325,13.53635124,13.71472021,14.00895279,14.56344665,15.29854897,16.20987583,16.80057671,17.25416922,18.02851473,18.61440545
2,49.5,-3.069936555,15.27718618,0.078986694,13.51727537,13.6949307,13.98820066,14.54166718,15.27718618,16.19228952,16.78764654,17.24613088,18.03173977,18.62882971
2,50.5,-3.116795864,15.2575692,0.079297841,13.49870449,13.67579162,13.96832912,14.52116867,15.2575692,16.17693441,16.77722512,17.24080701,18.03804946,18.64667225
2,51.5,-3.159107331,15.23967338,0.079646006,13.48064637,13.65730608,13.94933441,14.50193674,15.23967338,16.16377626,16.76927159,17.23815034,18.04738091,18.66785338
2,52.5,-3.196911083,15.22347371,0.080030389,13.46310899,13.63947739,13.93121283,14.48395686,15.22347371,16.15278049,16.76374505,17.23811389,18.05967216,18.6922946
2,53.5,-3.230276759,15.20894491,0.080450145,13.44610041,13.62230894,13.91396079,14.46721445,15.20894491,16.14391221,16.76060449,17.24065086,18.0748621,18.71991859
2,54.5,-3.259300182,15.19606152,0.080904391,13.42962877,13.60580421,13.89757474,14.45169495,15.19606152,16.13713628,16.75980884,17.24571467,18.09289045,18.75064919
2,55.5,-3.284099963,15.18479799,0.081392203,13.41370222,13.58996673,13.88205123,14.4373838,15.18479799,16.13241736,16.76131695,17.25325891,18.11369768,18.78441142
2,56.5,-3.30481415,15.17512871,0.081912623,13.39832882,13.57480002,13.8673869,14.42426656,15.17512871,16.12971996,16.76508763,17.2632373,18.13722499,18.82113141
2,57.5,-3.321596954,15.16702811,0.082464661,13.38351658,13.56030761,13.8535784,14.41232886,15.16702811,16.12900854,16.77107966,17.27560372,18.16341422,18.86073644
2,58.5,-3.334615646,15.16047068,0.083047295,13.36927334,13.54649295,13.84062247,14.40155647,15.16047068,16.13024748,16.77925184,17.29031217,18.19220786,18.90315485
2,59.5,-3.344047622,15.15543107,0.083659478,13.35560679,13.53335941,13.82851587,14.39193532,15.15543107,16.13340121,16.78956298,17.30731682,18.22354893,18.94831604
2,60.5,-3.35007771,15.15188405,0.084300139,13.34252439,13.52091027,13.81725538,14.38345148,15.15188405,16.13843423,16.80197195,17.32657196,18.25738105,18.99615046
2,61.5,-3.352893805,15.14980479,0.0849682,13.33003322,13.50914853,13.80683773,14.37609125,15.14980479,16.14531133,16.81643792,17.34803218,18.29364826,19.04658918
2,62.5,-3.352691376,15.14916825,0.085662539,13.31814053,13.4980774,13.79725982,14.36984096,15.14916825,16.15399692,16.83291965,17.37165187,18.33229525,19.09956514
2,63.5,-3.34966438,15.14994984,0.086382035,13.3068531,13.48769977,13.78851848,14.3646872,15.14994984,16.16445581,16.85137625,17.39738575,18.37326713,19.15501183
2,64.5,-3.343998803,15.15212585,0.087125591,13.29617673,13.47801782,13.78061022,14.3606169,15.15212585,16.17665394,16.87176785,17.42518932,18.41650918,19.21286229
2,65.5,-3.335889574,15.15567186,0.087892047,13.28611805,13.4690344,13.77353197,14.35761687,15.15567186,16.19055603,16.89405345,17.45501735,18.46196754,19.27305261
2,66.5,-3.325522491,15.16056419,0.088680264,13.27668282,13.46075175,13.76728041,14.35567422,15.16056419,16.20612774,16.91819285,17.48682523,18.50958858,19.33551875
2,67.5,-3.31307846,15.16677947,0.089489106,13.26787651,13.45317191,13.76185216,14.35477623,15.16677947,16.22333502,16.94414613,17.52056863,18.55931907,19.40019747
2,68.5,-3.298732648,15.17429464,0.090317434,13.25970423,13.44629667,13.75724378,14.35491035,15.17429464,16.24214414,16.97187362,17.55620345,18.6111062,19.46702632
2,69.5,-3.282653831,15.18308694,0.091164117,13.25217076,13.44012761,13.75345175,14.35606415,15.18308694,16.26252167,17.00133593,17.5936859,18.6648976,19.53594365
2,70.5,-3.265003896,15.1931339,0.092028028,13.24528055,13.43466608,13.75047248,14.35822537,15.1931339,16.28443453,17.03249399,17.63297244,18.72064127,19.60688859
2,71.5,-3.245937506,15.20441335,0.092908048,13.23903773,13.42991321,13.74830229,14.36138186,15.20441335,16.30784995,17.065309,17.67401984,18.77828567,19.67980103
2,72.5,-3.225606516,15.21690296,0.093803033,13.23344678,13.42587042,13.74693776,14.36552155,15.21690296,16.33273474,17.09974172,17.7167845,18.83777954,19.75462234
2,73.5,-3.204146115,15.2305815,0.094711916,13.22851054,13.42253788,13.74637473,14.37063258,15.2305815,16.35905747,17.13575468,17.7612244,18.89907229,19.83129333
2,74.5,-3.181690237,15.24542745,0.095633595,13.22423251,13.41991629,13.74660941,14.37670312,15.24542745,16.38678602,17.17330968,17.80729692,18.96211354,19.90975644
2,75.5,-3.158363475,15.26141966,0.096566992,13.22061564,13.41800595,13.74763782,14.38372148,15.26141966,16.41588887,17.21236911,17.85496,19.02685341,19.9899546
2,76.5,-3.134282833,15.27853728,0.097511046,13.21766256,13.41680692,13.74945586,14.39167606,15.27853728,16.44633482,17.25289572,17.90417191,19.09324243,20.07183146
2,77.5,-3.109557879,15.29675967,0.09846471,13.21537563,13.41631905,13.75205934,14.40055533,15.29675967,16.478093,17.29485256,17.95489128,19.16123158,20.15533137
2,78.5,-3.084290931,15.31606644,0.099426955,13.2137569,13.41654198,13.75544399,14.41034784,15.31606644,16.51113288,17.33820304,18.00707707,19.23077228,20.24039941
2,79.5,-3.058577292,15.33643745,0.100396769,13.21280815,13.41747514,13.7596054,14.42104223,15.33643745,16.54542424,17.38291092,18.06068861,19.30181639,20.32698132
2,80.5,-3.032505499,15.35785274,0.101373159,13.21253087,13.41911775,13.76453911,14.43262719,15.35785274,16.58093719,17.42894029,18.11568557,19.37431624,20.41502357
2,81.5,-3.0061576,15.38029261,0.10235515,13.2129263,13.42146884,13.7702405,14.44509148,15.38029261,16.61764214,17.4762556,18.17202801,19.44822461,20.5044733
2,82.5,-2.979609448,15.40373754,0.103341788,13.21399541,13.42452722,13.77670491,14.4584239,15.40373754,16.65550982,17.52482162,18.22967635,19.52349477,20.59527834
2,83.5,-2.952930993,15.42816819,0.104332139,13.2157389,13.42829152,13.78392751,14.4726133,15.42816819,16.69451128,17.57460349,18.28859138,19.60008044,20.68738721
2,84.5,-2.926186592,15.45356545,0.105325289,13.21815723,13.43276016,13.79190343,14.48764859,15.45356545,16.73461785,17.6255667,18.34873428,19.67793583,20.7807491
2,85.5,-2.899435307,15.47991037,0.106320346,13.22125062,13.43793139,13.80062765,14.50351871,15.47991037,16.77580119,17.67767708,18.4100666,19.75701564,20.8753139
2,86.5,-2.872731211,15.50718419,0.10731644,13.22501902,13.44380325,13.81009508,14.52021262,15.50718419,16.81803321,17.7309008,18.47255029,19.83727506,20.97103216
2,87.5,-2.846123683,15.53536829,0.108312721,13.22946217,13.45037362,13.82030049,14.53771933,15.53536829,16.86128616,17.78520438,18.53614768,19.91866977,21.06785511
2,88.5,-2.819657704,15.56444426,0.109308364,13.23457958,13.45764018,13.83123858,14.55602787,15.56444426,16.90553254,17.8405547,18.60082149,20.00115598,21.16573466
2,89.5,-2.793374145,15.5943938,0.110302563,13.24037052,13.46560044,13.84290393,14.57512728,15.5943938,16.95074515,17.89691898,18.66653485,20.08469037,21.2646234
2,90.5,-2.767310047,15.6251988,0.111294537,13.24683405,13.47425174,13.85529103,14.59500664,15.6251988,16.99689705,17.95426475,18.73325124,20.16923016,21.3644746
2,91.5,-2.741498897,15.65684126,0.112283526,13.25396902,13.48359125,13.86839426,14.61565502,15.65684126,17.04396158,18.01255992,18.80093458,20.25473307,21.46524221
2,92.5,-2.715970894,15.68930333,0.113268793,13.26177409,13.49361598,13.8822079,14.63706153,15.68930333,17.09191233,18.07177271,18.86954915,20.34115737,21.56688088
2,93.5,-2.690753197,15.7225673,0.114249622,13.27024769,13.50432278,13.89672614,14.65921526,15.7225673,17.14072316,18.13187166,18.93905963,20.42846182,21.66934595
2,94.5,-2.665870146,15.75661555,0.115225321,13.27938808,13.51570835,13.91194308,14.68210532,15.75661555,17.19036814,18.19282565,19.00943108,20.51660573,21.77259347
2,95.5,-2.641343436,15.79143062,0.116195218,13.28919334,13.52776922,13.9278527,14.70572083,15.79143062,17.24082164,18.25460388,19.08062897,20.60554896,21.87658015
2,96.5,-2.617192204,15.82699517,0.117158667,13.2996613,13.54050176,13.9444489,14.7300509,15.82699517,17.29205828,18.31717594,19.15261918,20.69525186,21.98126336
2,97.5,-2.593430614,15.86329241,0.118115073,13.31078904,13.55390172,13.96172519,14.75508471,15.86329241,17.34405364,18.38051241,19.22536854,20.78567525,22.08660008
2,98.5,-2.570076037,15.90030484,0.119063807,13.32257456,13.56796556,13.97967549,14.78081132,15.90030484,17.39678222,18.44458291,19.29884326,20.87678068,22.19254999
2,99.5,-2.547141473,15.93801545,0.12000429,13.33501512,13.58268918,13.99829338,14.80721981,15.93801545,17.45021936,18.50935798,19.3730104,20.96853014,22.29907253
2,100.5,-2.524635245,15.97640787,0.120935994,13.34810726,13.59806788,14.01757212,14.83429943,15.97640787,17.50434149,18.57480931,19.44783809,21.06088607,22.4061266
2,101.5,-2.502569666,16.01546483,0.121858355,13.36184843,13.61409768,14.0375053,14.86203913,16.01546483,17.55912371,18.6409074,19.52329364,21.15381165,22.51367407
2,102.5,-2.48095189,16.05516984,0.12277087,13.37623516,13.63077388,14.05808613,14.89042805,16.05516984,17.61454239,18.70762408,19.59934557,21.24727049,22.62167597
2,103.5,-2.459785573,16.09550688,0.123673085,13.39126329,13.6480912,14.07930747,14.91945533,16.09550688,17.67057478,18.77493214,19.67596331,21.34122666,22.73009308
2,104.5,-2.439080117,16.13645881,0.124564484,13.40693007,13.6660455,14.1011628,14.94910996,16.13645881,17.72719638,18.84280276,19.75311515,21.43564505,22.8388898
2,105.5,-2.418838304,16.17800955,0.125444639,13.42323134,13.68463148,14.12364494,14.97938101,16.17800955,17.78438449,18.91120897,19.830771,21.5304909,22.94802887
2,106.5,-2.399063683,16.22014281,0.126313121,13.44016315,13.70384401,14.1467468,15.01025752,16.22014281,17.84211614,18.98012366,19.90890079,21.62573005,23.05747448
2,107.5,-2.379756861,16.26284277,0.127169545,13.45772088,13.72367745,14.17046092,15.04172856,16.26284277,17.9003692,19.04952063,19.98747533,21.72132885,23.16719057
2,108.5,-2.360920527,16.30609316,0.128013515,13.47590046,13.74412656,14.19478013,15.0737831,16.30609316,17.95912092,19.11937316,20.06646519,21.8172543,23.27714304
2,109.5,-2.342557728,16.34987759,0.128844639,13.49469797,13.7651862,14.21969726,15.10641007,16.34987759,18.01834843,19.18965453,20.14584104,21.91347402,23.38729906
2,110.5,-2.324663326,16.39418118,0.129662637,13.51410735,13.78684956,14.24520415,15.13959859,16.39418118,18.07803138,19.26034062,20.22557581,22.00995586,23.49762289
2,111.5,-2.307240716,16.43898741,0.130467138,13.53412476,13.80911155,14.27129365,15.17333749,16.43898741,18.13814687,19.33140487,20.30564061,22.10666864,23.60808381
2,112.5,-2.290287663,16.48428082,0.131257852,13.55474487,13.83196589,14.29795787,15.20761574,16.48428082,18.19867379,19.4028226,20.38600821,22.20358151,23.71864933
2,113.5,-2.273803847,16.53004554,0.132034479,13.5759628,13.85540667,14.32518913,15.24242219,16.53004554,18.25959047,19.47456869,20.46665117,22.30066429,23.82928884
2,114.5,-2.257782149,16.57626713,0.132796819,13.59777181,13.87942647,14.35297886,15.27774591,16.57626713,18.32087764,19.54662051,20.5475442,22.39788709,23.9399692
2,115.5,-2.242227723,16.62292864,0.133544525,13.62016849,13.90402053,14.38132004,15.31357557,16.62292864,18.38251202,19.6189515,20.628659,22.49522108,24.05066418
2,116.5,-2.227132805,16.67001572,0.134277436,13.64314567,13.92918106,14.4102038,15.34990008,16.67001572,18.44447472,19.69153965,20.70997108,22.59263755,24.16134214
2,117.5,-2.212495585,16.71751288,0.134995324,13.66669786,13.95490163,14.43962209,15.38670828,16.71751288,18.50674506,19.7643612,20.79145469,22.69010855,24.27197506
2,118.5,-2.19831275,16.76540496,0.135697996,13.69081905,13.98117536,14.46956659,15.42398894,16.76540496,18.56930296,19.83739314,20.87308482,22.78760665,24.38253502
2,119.5,-2.184580762,16.81367689,0.136385276,13.71550304,14.00799522,14.50002883,15.46173083,16.81367689,18.63212859,19.91061278,20.9548369,22.88510501,24.49299479
2,120.5,-2.171295888,16.86231366,0.137057004,13.7407435,14.03535405,14.5310003,15.49992271,16.86231366,18.69520235,19.98399779,21.03668675,22.98257733,24.60332779
2,121.5,-2.158454232,16.91130036,0.137713039,13.7665339,14.06324456,14.56247234,15.53855329,16.91130036,18.75850486,20.05752615,21.11861063,23.07999788,24.7135081
2,122.5,-2.146051754,16.96062216,0.138353254,13.79286758,14.0916593,14.59443621,15.57761127,16.96062216,18.82201698,20.13117619,21.20058521,23.17734149,24.8235105
2,123.5,-2.134084303,17.0102643,0.138977537,13.81973772,14.12059071,14.62688307,15.61708531,17.0102643,18.8857198,20.20492657,21.28258757,23.27458358,24.93331042
2,124.5,-2.122547629,17.06021213,0.139585795,13.84713731,14.15003106,14.65980398,15.65696405,17.06021213,18.94959465,20.27875629,21.36459523,23.3717001,25.04288396
2,125.5,-2.111437411,17.11045106,0.140177947,13.87505922,14.17997251,14.69318989,15.69723611,17.11045106,19.01362305,20.35264468,21.44658611,23.46866758,25.1522079
2,126.5,-2.100749266,17.16096656,0.140753927,13.90349614,14.21040706,14.72703166,15.73789008,17.16096656,19.07778681,20.42657139,21.52853856,23.56546313,25.26125968
2,127.5,-2.090478774,17.21174424,0.141313686,13.9324406,14.2413266,14.76132003,15.77891452,17.21174424,19.14206792,20.50051644,21.61043134,23.6620644,25.37001743
2,128.5,-2.080621484,17.26276973,0.141857186,13.96188497,14.27272286,14.79604567,15.82029796,17.26276973,19.20644863,20.57446015,21.69224364,23.7584496,25.47845992
2,129.5,-2.071172932,17.31402878,0.142384404,13.99182148,14.30458743,14.83119912,15.86202891,17.31402878,19.2709114,20.64838321,21.77395506,23.85459754,25.58656661
2,130.5,-2.062128649,17.3655072,0.142895332,14.02224218,14.33691178,14.86677084,15.90409584,17.3655072,19.33543894,20.72226661,21.85554562,23.95048756,25.69431763
2,131.5,-2.053484173,17.4171909,0.143389972,14.05313898,14.36968723,14.90275116,15.94648722,17.4171909,19.40001418,20.79609169,21.93699575,24.04609957,25.80169379
2,132.5,-2.045235058,17.46906585,0.143868341,14.0845036,14.40290497,14.93913036,15.98919146,17.46906585,19.46462028,20.86984014,22.01828633,24.14141407,25.90867656
2,133.5,-2.03737688,17.52111811,0.144330469,14.11632765,14.43655605,14.97589856,16.03219696,17.52111811,19.52924064,20.94349396,22.09939861,24.23641208,26.01524807
2,134.5,-2.029906684,17.57333347,0.144776372,14.14860307,14.47063181,15.01304607,16.07549205,17.57333347,19.59385826,21.01703489,22.18031382,24.33107526,26.12139201
